shank,electrode,x,y
0,1279,32,9585
1,0,0,0
1,1,32,0
1,2,0,15
1,3,32,15
1,4,0,30
1,5,32,30
1,6,0,45
1,7,32,45
1,8,0,60
1,9,32,60
1,10,0,75
1,11,32,75
1,12,0,90
1,13,32,90
1,14,0,105
1,15,32,105
1,16,0,120
1,17,32,120
1,18,0,135
1,19,32,135
1,20,0,150
1,21,32,150
1,22,0,165
1,23,32,165
1,24,0,180
1,25,32,180
1,26,0,195
1,27,32,195
1,28,0,210
1,29,32,210
1,30,0,225
1,31,32,225
1,32,0,240
1,33,32,240
1,34,0,255
1,35,32,255
1,36,0,270
1,37,32,270
1,38,0,285
1,39,32,285
1,40,0,300
1,41,32,300
1,42,0,315
1,43,32,315
1,44,0,330
1,45,32,330
1,46,0,345
1,47,32,345
1,48,0,360
1,49,32,360
1,50,0,375
1,51,32,375
1,52,0,390
1,53,32,390
1,54,0,405
1,55,32,405
1,56,0,420
1,57,32,420
1,58,0,435
1,59,32,435
1,60,0,450
1,61,32,450
1,62,0,465
1,63,32,465
1,64,0,480
1,65,32,480
1,66,0,495
1,67,32,495
1,68,0,510
1,69,32,510
1,70,0,525
1,71,32,525
1,72,0,540
1,73,32,540
1,74,0,555
1,75,32,555
1,76,0,570
1,77,32,570
1,78,0,585
1,79,32,585
1,80,0,600
1,81,32,600
1,82,0,615
1,83,32,615
1,84,0,630
1,85,32,630
1,86,0,645
1,87,32,645
1,88,0,660
1,89,32,660
1,90,0,675
1,91,32,675
1,92,0,690
1,93,32,690
1,94,0,705
1,95,32,705
1,96,0,720
1,97,32,720
1,98,0,735
1,99,32,735
1,100,0,750
1,101,32,750
1,102,0,765
1,103,32,765
1,104,0,780
1,105,32,780
1,106,0,795
1,107,32,795
1,108,0,810
1,109,32,810
1,110,0,825
1,111,32,825
1,112,0,840
1,113,32,840
1,114,0,855
1,115,32,855
1,116,0,870
1,117,32,870
1,118,0,885
1,119,32,885
1,120,0,900
1,121,32,900
1,122,0,915
1,123,32,915
1,124,0,930
1,125,32,930
1,126,0,945
1,127,32,945
1,128,0,960
1,129,32,960
1,130,0,975
1,131,32,975
1,132,0,990
1,133,32,990
1,134,0,1005
1,135,32,1005
1,136,0,1020
1,137,32,1020
1,138,0,1035
1,139,32,1035
1,140,0,1050
1,141,32,1050
1,142,0,1065
1,143,32,1065
1,144,0,1080
1,145,32,1080
1,146,0,1095
1,147,32,1095
1,148,0,1110
1,149,32,1110
1,150,0,1125
1,151,32,1125
1,152,0,1140
1,153,32,1140
1,154,0,1155
1,155,32,1155
1,156,0,1170
1,157,32,1170
1,158,0,1185
1,159,32,1185
1,160,0,1200
1,161,32,1200
1,162,0,1215
1,163,32,1215
1,164,0,1230
1,165,32,1230
1,166,0,1245
1,167,32,1245
1,168,0,1260
1,169,32,1260
1,170,0,1275
1,171,32,1275
1,172,0,1290
1,173,32,1290
1,174,0,1305
1,175,32,1305
1,176,0,1320
1,177,32,1320
1,178,0,1335
1,179,32,1335
1,180,0,1350
1,181,32,1350
1,182,0,1365
1,183,32,1365
1,184,0,1380
1,185,32,1380
1,186,0,1395
1,187,32,1395
1,188,0,1410
1,189,32,1410
1,190,0,1425
1,191,32,1425
1,192,0,1440
1,193,32,1440
1,194,0,1455
1,195,32,1455
1,196,0,1470
1,197,32,1470
1,198,0,1485
1,199,32,1485
1,200,0,1500
1,201,32,1500
1,202,0,1515
1,203,32,1515
1,204,0,1530
1,205,32,1530
1,206,0,1545
1,207,32,1545
1,208,0,1560
1,209,32,1560
1,210,0,1575
1,211,32,1575
1,212,0,1590
1,213,32,1590
1,214,0,1605
1,215,32,1605
1,216,0,1620
1,217,32,1620
1,218,0,1635
1,219,32,1635
1,220,0,1650
1,221,32,1650
1,222,0,1665
1,223,32,1665
1,224,0,1680
1,225,32,1680
1,226,0,1695
1,227,32,1695
1,228,0,1710
1,229,32,1710
1,230,0,1725
1,231,32,1725
1,232,0,1740
1,233,32,1740
1,234,0,1755
1,235,32,1755
1,236,0,1770
1,237,32,1770
1,238,0,1785
1,239,32,1785
1,240,0,1800
1,241,32,1800
1,242,0,1815
1,243,32,1815
1,244,0,1830
1,245,32,1830
1,246,0,1845
1,247,32,1845
1,248,0,1860
1,249,32,1860
1,250,0,1875
1,251,32,1875
1,252,0,1890
1,253,32,1890
1,254,0,1905
1,255,32,1905
1,256,0,1920
1,257,32,1920
1,258,0,1935
1,259,32,1935
1,260,0,1950
1,261,32,1950
1,262,0,1965
1,263,32,1965
1,264,0,1980
1,265,32,1980
1,266,0,1995
1,267,32,1995
1,268,0,2010
1,269,32,2010
1,270,0,2025
1,271,32,2025
1,272,0,2040
1,273,32,2040
1,274,0,2055
1,275,32,2055
1,276,0,2070
1,277,32,2070
1,278,0,2085
1,279,32,2085
1,280,0,2100
1,281,32,2100
1,282,0,2115
1,283,32,2115
1,284,0,2130
1,285,32,2130
1,286,0,2145
1,287,32,2145
1,288,0,2160
1,289,32,2160
1,290,0,2175
1,291,32,2175
1,292,0,2190
1,293,32,2190
1,294,0,2205
1,295,32,2205
1,296,0,2220
1,297,32,2220
1,298,0,2235
1,299,32,2235
1,300,0,2250
1,301,32,2250
1,302,0,2265
1,303,32,2265
1,304,0,2280
1,305,32,2280
1,306,0,2295
1,307,32,2295
1,308,0,2310
1,309,32,2310
1,310,0,2325
1,311,32,2325
1,312,0,2340
1,313,32,2340
1,314,0,2355
1,315,32,2355
1,316,0,2370
1,317,32,2370
1,318,0,2385
1,319,32,2385
1,320,0,2400
1,321,32,2400
1,322,0,2415
1,323,32,2415
1,324,0,2430
1,325,32,2430
1,326,0,2445
1,327,32,2445
1,328,0,2460
1,329,32,2460
1,330,0,2475
1,331,32,2475
1,332,0,2490
1,333,32,2490
1,334,0,2505
1,335,32,2505
1,336,0,2520
1,337,32,2520
1,338,0,2535
1,339,32,2535
1,340,0,2550
1,341,32,2550
1,342,0,2565
1,343,32,2565
1,344,0,2580
1,345,32,2580
1,346,0,2595
1,347,32,2595
1,348,0,2610
1,349,32,2610
1,350,0,2625
1,351,32,2625
1,352,0,2640
1,353,32,2640
1,354,0,2655
1,355,32,2655
1,356,0,2670
1,357,32,2670
1,358,0,2685
1,359,32,2685
1,360,0,2700
1,361,32,2700
1,362,0,2715
1,363,32,2715
1,364,0,2730
1,365,32,2730
1,366,0,2745
1,367,32,2745
1,368,0,2760
1,369,32,2760
1,370,0,2775
1,371,32,2775
1,372,0,2790
1,373,32,2790
1,374,0,2805
1,375,32,2805
1,376,0,2820
1,377,32,2820
1,378,0,2835
1,379,32,2835
1,380,0,2850
1,381,32,2850
1,382,0,2865
1,383,32,2865
1,384,0,2880
1,385,32,2880
1,386,0,2895
1,387,32,2895
1,388,0,2910
1,389,32,2910
1,390,0,2925
1,391,32,2925
1,392,0,2940
1,393,32,2940
1,394,0,2955
1,395,32,2955
1,396,0,2970
1,397,32,2970
1,398,0,2985
1,399,32,2985
1,400,0,3000
1,401,32,3000
1,402,0,3015
1,403,32,3015
1,404,0,3030
1,405,32,3030
1,406,0,3045
1,407,32,3045
1,408,0,3060
1,409,32,3060
1,410,0,3075
1,411,32,3075
1,412,0,3090
1,413,32,3090
1,414,0,3105
1,415,32,3105
1,416,0,3120
1,417,32,3120
1,418,0,3135
1,419,32,3135
1,420,0,3150
1,421,32,3150
1,422,0,3165
1,423,32,3165
1,424,0,3180
1,425,32,3180
1,426,0,3195
1,427,32,3195
1,428,0,3210
1,429,32,3210
1,430,0,3225
1,431,32,3225
1,432,0,3240
1,433,32,3240
1,434,0,3255
1,435,32,3255
1,436,0,3270
1,437,32,3270
1,438,0,3285
1,439,32,3285
1,440,0,3300
1,441,32,3300
1,442,0,3315
1,443,32,3315
1,444,0,3330
1,445,32,3330
1,446,0,3345
1,447,32,3345
1,448,0,3360
1,449,32,3360
1,450,0,3375
1,451,32,3375
1,452,0,3390
1,453,32,3390
1,454,0,3405
1,455,32,3405
1,456,0,3420
1,457,32,3420
1,458,0,3435
1,459,32,3435
1,460,0,3450
1,461,32,3450
1,462,0,3465
1,463,32,3465
1,464,0,3480
1,465,32,3480
1,466,0,3495
1,467,32,3495
1,468,0,3510
1,469,32,3510
1,470,0,3525
1,471,32,3525
1,472,0,3540
1,473,32,3540
1,474,0,3555
1,475,32,3555
1,476,0,3570
1,477,32,3570
1,478,0,3585
1,479,32,3585
1,480,0,3600
1,481,32,3600
1,482,0,3615
1,483,32,3615
1,484,0,3630
1,485,32,3630
1,486,0,3645
1,487,32,3645
1,488,0,3660
1,489,32,3660
1,490,0,3675
1,491,32,3675
1,492,0,3690
1,493,32,3690
1,494,0,3705
1,495,32,3705
1,496,0,3720
1,497,32,3720
1,498,0,3735
1,499,32,3735
1,500,0,3750
1,501,32,3750
1,502,0,3765
1,503,32,3765
1,504,0,3780
1,505,32,3780
1,506,0,3795
1,507,32,3795
1,508,0,3810
1,509,32,3810
1,510,0,3825
1,511,32,3825
1,512,0,3840
1,513,32,3840
1,514,0,3855
1,515,32,3855
1,516,0,3870
1,517,32,3870
1,518,0,3885
1,519,32,3885
1,520,0,3900
1,521,32,3900
1,522,0,3915
1,523,32,3915
1,524,0,3930
1,525,32,3930
1,526,0,3945
1,527,32,3945
1,528,0,3960
1,529,32,3960
1,530,0,3975
1,531,32,3975
1,532,0,3990
1,533,32,3990
1,534,0,4005
1,535,32,4005
1,536,0,4020
1,537,32,4020
1,538,0,4035
1,539,32,4035
1,540,0,4050
1,541,32,4050
1,542,0,4065
1,543,32,4065
1,544,0,4080
1,545,32,4080
1,546,0,4095
1,547,32,4095
1,548,0,4110
1,549,32,4110
1,550,0,4125
1,551,32,4125
1,552,0,4140
1,553,32,4140
1,554,0,4155
1,555,32,4155
1,556,0,4170
1,557,32,4170
1,558,0,4185
1,559,32,4185
1,560,0,4200
1,561,32,4200
1,562,0,4215
1,563,32,4215
1,564,0,4230
1,565,32,4230
1,566,0,4245
1,567,32,4245
1,568,0,4260
1,569,32,4260
1,570,0,4275
1,571,32,4275
1,572,0,4290
1,573,32,4290
1,574,0,4305
1,575,32,4305
1,576,0,4320
1,577,32,4320
1,578,0,4335
1,579,32,4335
1,580,0,4350
1,581,32,4350
1,582,0,4365
1,583,32,4365
1,584,0,4380
1,585,32,4380
1,586,0,4395
1,587,32,4395
1,588,0,4410
1,589,32,4410
1,590,0,4425
1,591,32,4425
1,592,0,4440
1,593,32,4440
1,594,0,4455
1,595,32,4455
1,596,0,4470
1,597,32,4470
1,598,0,4485
1,599,32,4485
1,600,0,4500
1,601,32,4500
1,602,0,4515
1,603,32,4515
1,604,0,4530
1,605,32,4530
1,606,0,4545
1,607,32,4545
1,608,0,4560
1,609,32,4560
1,610,0,4575
1,611,32,4575
1,612,0,4590
1,613,32,4590
1,614,0,4605
1,615,32,4605
1,616,0,4620
1,617,32,4620
1,618,0,4635
1,619,32,4635
1,620,0,4650
1,621,32,4650
1,622,0,4665
1,623,32,4665
1,624,0,4680
1,625,32,4680
1,626,0,4695
1,627,32,4695
1,628,0,4710
1,629,32,4710
1,630,0,4725
1,631,32,4725
1,632,0,4740
1,633,32,4740
1,634,0,4755
1,635,32,4755
1,636,0,4770
1,637,32,4770
1,638,0,4785
1,639,32,4785
1,640,0,4800
1,641,32,4800
1,642,0,4815
1,643,32,4815
1,644,0,4830
1,645,32,4830
1,646,0,4845
1,647,32,4845
1,648,0,4860
1,649,32,4860
1,650,0,4875
1,651,32,4875
1,652,0,4890
1,653,32,4890
1,654,0,4905
1,655,32,4905
1,656,0,4920
1,657,32,4920
1,658,0,4935
1,659,32,4935
1,660,0,4950
1,661,32,4950
1,662,0,4965
1,663,32,4965
1,664,0,4980
1,665,32,4980
1,666,0,4995
1,667,32,4995
1,668,0,5010
1,669,32,5010
1,670,0,5025
1,671,32,5025
1,672,0,5040
1,673,32,5040
1,674,0,5055
1,675,32,5055
1,676,0,5070
1,677,32,5070
1,678,0,5085
1,679,32,5085
1,680,0,5100
1,681,32,5100
1,682,0,5115
1,683,32,5115
1,684,0,5130
1,685,32,5130
1,686,0,5145
1,687,32,5145
1,688,0,5160
1,689,32,5160
1,690,0,5175
1,691,32,5175
1,692,0,5190
1,693,32,5190
1,694,0,5205
1,695,32,5205
1,696,0,5220
1,697,32,5220
1,698,0,5235
1,699,32,5235
1,700,0,5250
1,701,32,5250
1,702,0,5265
1,703,32,5265
1,704,0,5280
1,705,32,5280
1,706,0,5295
1,707,32,5295
1,708,0,5310
1,709,32,5310
1,710,0,5325
1,711,32,5325
1,712,0,5340
1,713,32,5340
1,714,0,5355
1,715,32,5355
1,716,0,5370
1,717,32,5370
1,718,0,5385
1,719,32,5385
1,720,0,5400
1,721,32,5400
1,722,0,5415
1,723,32,5415
1,724,0,5430
1,725,32,5430
1,726,0,5445
1,727,32,5445
1,728,0,5460
1,729,32,5460
1,730,0,5475
1,731,32,5475
1,732,0,5490
1,733,32,5490
1,734,0,5505
1,735,32,5505
1,736,0,5520
1,737,32,5520
1,738,0,5535
1,739,32,5535
1,740,0,5550
1,741,32,5550
1,742,0,5565
1,743,32,5565
1,744,0,5580
1,745,32,5580
1,746,0,5595
1,747,32,5595
1,748,0,5610
1,749,32,5610
1,750,0,5625
1,751,32,5625
1,752,0,5640
1,753,32,5640
1,754,0,5655
1,755,32,5655
1,756,0,5670
1,757,32,5670
1,758,0,5685
1,759,32,5685
1,760,0,5700
1,761,32,5700
1,762,0,5715
1,763,32,5715
1,764,0,5730
1,765,32,5730
1,766,0,5745
1,767,32,5745
1,768,0,5760
1,769,32,5760
1,770,0,5775
1,771,32,5775
1,772,0,5790
1,773,32,5790
1,774,0,5805
1,775,32,5805
1,776,0,5820
1,777,32,5820
1,778,0,5835
1,779,32,5835
1,780,0,5850
1,781,32,5850
1,782,0,5865
1,783,32,5865
1,784,0,5880
1,785,32,5880
1,786,0,5895
1,787,32,5895
1,788,0,5910
1,789,32,5910
1,790,0,5925
1,791,32,5925
1,792,0,5940
1,793,32,5940
1,794,0,5955
1,795,32,5955
1,796,0,5970
1,797,32,5970
1,798,0,5985
1,799,32,5985
1,800,0,6000
1,801,32,6000
1,802,0,6015
1,803,32,6015
1,804,0,6030
1,805,32,6030
1,806,0,6045
1,807,32,6045
1,808,0,6060
1,809,32,6060
1,810,0,6075
1,811,32,6075
1,812,0,6090
1,813,32,6090
1,814,0,6105
1,815,32,6105
1,816,0,6120
1,817,32,6120
1,818,0,6135
1,819,32,6135
1,820,0,6150
1,821,32,6150
1,822,0,6165
1,823,32,6165
1,824,0,6180
1,825,32,6180
1,826,0,6195
1,827,32,6195
1,828,0,6210
1,829,32,6210
1,830,0,6225
1,831,32,6225
1,832,0,6240
1,833,32,6240
1,834,0,6255
1,835,32,6255
1,836,0,6270
1,837,32,6270
1,838,0,6285
1,839,32,6285
1,840,0,6300
1,841,32,6300
1,842,0,6315
1,843,32,6315
1,844,0,6330
1,845,32,6330
1,846,0,6345
1,847,32,6345
1,848,0,6360
1,849,32,6360
1,850,0,6375
1,851,32,6375
1,852,0,6390
1,853,32,6390
1,854,0,6405
1,855,32,6405
1,856,0,6420
1,857,32,6420
1,858,0,6435
1,859,32,6435
1,860,0,6450
1,861,32,6450
1,862,0,6465
1,863,32,6465
1,864,0,6480
1,865,32,6480
1,866,0,6495
1,867,32,6495
1,868,0,6510
1,869,32,6510
1,870,0,6525
1,871,32,6525
1,872,0,6540
1,873,32,6540
1,874,0,6555
1,875,32,6555
1,876,0,6570
1,877,32,6570
1,878,0,6585
1,879,32,6585
1,880,0,6600
1,881,32,6600
1,882,0,6615
1,883,32,6615
1,884,0,6630
1,885,32,6630
1,886,0,6645
1,887,32,6645
1,888,0,6660
1,889,32,6660
1,890,0,6675
1,891,32,6675
1,892,0,6690
1,893,32,6690
1,894,0,6705
1,895,32,6705
1,896,0,6720
1,897,32,6720
1,898,0,6735
1,899,32,6735
1,900,0,6750
1,901,32,6750
1,902,0,6765
1,903,32,6765
1,904,0,6780
1,905,32,6780
1,906,0,6795
1,907,32,6795
1,908,0,6810
1,909,32,6810
1,910,0,6825
1,911,32,6825
1,912,0,6840
1,913,32,6840
1,914,0,6855
1,915,32,6855
1,916,0,6870
1,917,32,6870
1,918,0,6885
1,919,32,6885
1,920,0,6900
1,921,32,6900
1,922,0,6915
1,923,32,6915
1,924,0,6930
1,925,32,6930
1,926,0,6945
1,927,32,6945
1,928,0,6960
1,929,32,6960
1,930,0,6975
1,931,32,6975
1,932,0,6990
1,933,32,6990
1,934,0,7005
1,935,32,7005
1,936,0,7020
1,937,32,7020
1,938,0,7035
1,939,32,7035
1,940,0,7050
1,941,32,7050
1,942,0,7065
1,943,32,7065
1,944,0,7080
1,945,32,7080
1,946,0,7095
1,947,32,7095
1,948,0,7110
1,949,32,7110
1,950,0,7125
1,951,32,7125
1,952,0,7140
1,953,32,7140
1,954,0,7155
1,955,32,7155
1,956,0,7170
1,957,32,7170
1,958,0,7185
1,959,32,7185
1,960,0,7200
1,961,32,7200
1,962,0,7215
1,963,32,7215
1,964,0,7230
1,965,32,7230
1,966,0,7245
1,967,32,7245
1,968,0,7260
1,969,32,7260
1,970,0,7275
1,971,32,7275
1,972,0,7290
1,973,32,7290
1,974,0,7305
1,975,32,7305
1,976,0,7320
1,977,32,7320
1,978,0,7335
1,979,32,7335
1,980,0,7350
1,981,32,7350
1,982,0,7365
1,983,32,7365
1,984,0,7380
1,985,32,7380
1,986,0,7395
1,987,32,7395
1,988,0,7410
1,989,32,7410
1,990,0,7425
1,991,32,7425
1,992,0,7440
1,993,32,7440
1,994,0,7455
1,995,32,7455
1,996,0,7470
1,997,32,7470
1,998,0,7485
1,999,32,7485
1,1000,0,7500
1,1001,32,7500
1,1002,0,7515
1,1003,32,7515
1,1004,0,7530
1,1005,32,7530
1,1006,0,7545
1,1007,32,7545
1,1008,0,7560
1,1009,32,7560
1,1010,0,7575
1,1011,32,7575
1,1012,0,7590
1,1013,32,7590
1,1014,0,7605
1,1015,32,7605
1,1016,0,7620
1,1017,32,7620
1,1018,0,7635
1,1019,32,7635
1,1020,0,7650
1,1021,32,7650
1,1022,0,7665
1,1023,32,7665
1,1024,0,7680
1,1025,32,7680
1,1026,0,7695
1,1027,32,7695
1,1028,0,7710
1,1029,32,7710
1,1030,0,7725
1,1031,32,7725
1,1032,0,7740
1,1033,32,7740
1,1034,0,7755
1,1035,32,7755
1,1036,0,7770
1,1037,32,7770
1,1038,0,7785
1,1039,32,7785
1,1040,0,7800
1,1041,32,7800
1,1042,0,7815
1,1043,32,7815
1,1044,0,7830
1,1045,32,7830
1,1046,0,7845
1,1047,32,7845
1,1048,0,7860
1,1049,32,7860
1,1050,0,7875
1,1051,32,7875
1,1052,0,7890
1,1053,32,7890
1,1054,0,7905
1,1055,32,7905
1,1056,0,7920
1,1057,32,7920
1,1058,0,7935
1,1059,32,7935
1,1060,0,7950
1,1061,32,7950
1,1062,0,7965
1,1063,32,7965
1,1064,0,7980
1,1065,32,7980
1,1066,0,7995
1,1067,32,7995
1,1068,0,8010
1,1069,32,8010
1,1070,0,8025
1,1071,32,8025
1,1072,0,8040
1,1073,32,8040
1,1074,0,8055
1,1075,32,8055
1,1076,0,8070
1,1077,32,8070
1,1078,0,8085
1,1079,32,8085
1,1080,0,8100
1,1081,32,8100
1,1082,0,8115
1,1083,32,8115
1,1084,0,8130
1,1085,32,8130
1,1086,0,8145
1,1087,32,8145
1,1088,0,8160
1,1089,32,8160
1,1090,0,8175
1,1091,32,8175
1,1092,0,8190
1,1093,32,8190
1,1094,0,8205
1,1095,32,8205
1,1096,0,8220
1,1097,32,8220
1,1098,0,8235
1,1099,32,8235
1,1100,0,8250
1,1101,32,8250
1,1102,0,8265
1,1103,32,8265
1,1104,0,8280
1,1105,32,8280
1,1106,0,8295
1,1107,32,8295
1,1108,0,8310
1,1109,32,8310
1,1110,0,8325
1,1111,32,8325
1,1112,0,8340
1,1113,32,8340
1,1114,0,8355
1,1115,32,8355
1,1116,0,8370
1,1117,32,8370
1,1118,0,8385
1,1119,32,8385
1,1120,0,8400
1,1121,32,8400
1,1122,0,8415
1,1123,32,8415
1,1124,0,8430
1,1125,32,8430
1,1126,0,8445
1,1127,32,8445
1,1128,0,8460
1,1129,32,8460
1,1130,0,8475
1,1131,32,8475
1,1132,0,8490
1,1133,32,8490
1,1134,0,8505
1,1135,32,8505
1,1136,0,8520
1,1137,32,8520
1,1138,0,8535
1,1139,32,8535
1,1140,0,8550
1,1141,32,8550
1,1142,0,8565
1,1143,32,8565
1,1144,0,8580
1,1145,32,8580
1,1146,0,8595
1,1147,32,8595
1,1148,0,8610
1,1149,32,8610
1,1150,0,8625
1,1151,32,8625
1,1152,0,8640
1,1153,32,8640
1,1154,0,8655
1,1155,32,8655
1,1156,0,8670
1,1157,32,8670
1,1158,0,8685
1,1159,32,8685
1,1160,0,8700
1,1161,32,8700
1,1162,0,8715
1,1163,32,8715
1,1164,0,8730
1,1165,32,8730
1,1166,0,8745
1,1167,32,8745
1,1168,0,8760
1,1169,32,8760
1,1170,0,8775
1,1171,32,8775
1,1172,0,8790
1,1173,32,8790
1,1174,0,8805
1,1175,32,8805
1,1176,0,8820
1,1177,32,8820
1,1178,0,8835
1,1179,32,8835
1,1180,0,8850
1,1181,32,8850
1,1182,0,8865
1,1183,32,8865
1,1184,0,8880
1,1185,32,8880
1,1186,0,8895
1,1187,32,8895
1,1188,0,8910
1,1189,32,8910
1,1190,0,8925
1,1191,32,8925
1,1192,0,8940
1,1193,32,8940
1,1194,0,8955
1,1195,32,8955
1,1196,0,8970
1,1197,32,8970
1,1198,0,8985
1,1199,32,8985
1,1200,0,9000
1,1201,32,9000
1,1202,0,9015
1,1203,32,9015
1,1204,0,9030
1,1205,32,9030
1,1206,0,9045
1,1207,32,9045
1,1208,0,9060
1,1209,32,9060
1,1210,0,9075
1,1211,32,9075
1,1212,0,9090
1,1213,32,9090
1,1214,0,9105
1,1215,32,9105
1,1216,0,9120
1,1217,32,9120
1,1218,0,9135
1,1219,32,9135
1,1220,0,9150
1,1221,32,9150
1,1222,0,9165
1,1223,32,9165
1,1224,0,9180
1,1225,32,9180
1,1226,0,9195
1,1227,32,9195
1,1228,0,9210
1,1229,32,9210
1,1230,0,9225
1,1231,32,9225
1,1232,0,9240
1,1233,32,9240
1,1234,0,9255
1,1235,32,9255
1,1236,0,9270
1,1237,32,9270
1,1238,0,9285
1,1239,32,9285
1,1240,0,9300
1,1241,32,9300
1,1242,0,9315
1,1243,32,9315
1,1244,0,9330
1,1245,32,9330
1,1246,0,9345
1,1247,32,9345
1,1248,0,9360
1,1249,32,9360
1,1250,0,9375
1,1251,32,9375
1,1252,0,9390
1,1253,32,9390
1,1254,0,9405
1,1255,32,9405
1,1256,0,9420
1,1257,32,9420
1,1258,0,9435
1,1259,32,9435
1,1260,0,9450
1,1261,32,9450
1,1262,0,9465
1,1263,32,9465
1,1264,0,9480
1,1265,32,9480
1,1266,0,9495
1,1267,32,9495
1,1268,0,9510
1,1269,32,9510
1,1270,0,9525
1,1271,32,9525
1,1272,0,9540
1,1273,32,9540
1,1274,0,9555
1,1275,32,9555
1,1276,0,9570
1,1277,32,9570
1,1278,0,9585
