shank,electrode,x,y
1,1279,32,9585
2,0,0,0
2,1,32,0
2,2,0,15
2,3,32,15
2,4,0,30
2,5,32,30
2,6,0,45
2,7,32,45
2,8,0,60
2,9,32,60
2,10,0,75
2,11,32,75
2,12,0,90
2,13,32,90
2,14,0,105
2,15,32,105
2,16,0,120
2,17,32,120
2,18,0,135
2,19,32,135
2,20,0,150
2,21,32,150
2,22,0,165
2,23,32,165
2,24,0,180
2,25,32,180
2,26,0,195
2,27,32,195
2,28,0,210
2,29,32,210
2,30,0,225
2,31,32,225
2,32,0,240
2,33,32,240
2,34,0,255
2,35,32,255
2,36,0,270
2,37,32,270
2,38,0,285
2,39,32,285
2,40,0,300
2,41,32,300
2,42,0,315
2,43,32,315
2,44,0,330
2,45,32,330
2,46,0,345
2,47,32,345
2,48,0,360
2,49,32,360
2,50,0,375
2,51,32,375
2,52,0,390
2,53,32,390
2,54,0,405
2,55,32,405
2,56,0,420
2,57,32,420
2,58,0,435
2,59,32,435
2,60,0,450
2,61,32,450
2,62,0,465
2,63,32,465
2,64,0,480
2,65,32,480
2,66,0,495
2,67,32,495
2,68,0,510
2,69,32,510
2,70,0,525
2,71,32,525
2,72,0,540
2,73,32,540
2,74,0,555
2,75,32,555
2,76,0,570
2,77,32,570
2,78,0,585
2,79,32,585
2,80,0,600
2,81,32,600
2,82,0,615
2,83,32,615
2,84,0,630
2,85,32,630
2,86,0,645
2,87,32,645
2,88,0,660
2,89,32,660
2,90,0,675
2,91,32,675
2,92,0,690
2,93,32,690
2,94,0,705
2,95,32,705
2,96,0,720
2,97,32,720
2,98,0,735
2,99,32,735
2,100,0,750
2,101,32,750
2,102,0,765
2,103,32,765
2,104,0,780
2,105,32,780
2,106,0,795
2,107,32,795
2,108,0,810
2,109,32,810
2,110,0,825
2,111,32,825
2,112,0,840
2,113,32,840
2,114,0,855
2,115,32,855
2,116,0,870
2,117,32,870
2,118,0,885
2,119,32,885
2,120,0,900
2,121,32,900
2,122,0,915
2,123,32,915
2,124,0,930
2,125,32,930
2,126,0,945
2,127,32,945
2,128,0,960
2,129,32,960
2,130,0,975
2,131,32,975
2,132,0,990
2,133,32,990
2,134,0,1005
2,135,32,1005
2,136,0,1020
2,137,32,1020
2,138,0,1035
2,139,32,1035
2,140,0,1050
2,141,32,1050
2,142,0,1065
2,143,32,1065
2,144,0,1080
2,145,32,1080
2,146,0,1095
2,147,32,1095
2,148,0,1110
2,149,32,1110
2,150,0,1125
2,151,32,1125
2,152,0,1140
2,153,32,1140
2,154,0,1155
2,155,32,1155
2,156,0,1170
2,157,32,1170
2,158,0,1185
2,159,32,1185
2,160,0,1200
2,161,32,1200
2,162,0,1215
2,163,32,1215
2,164,0,1230
2,165,32,1230
2,166,0,1245
2,167,32,1245
2,168,0,1260
2,169,32,1260
2,170,0,1275
2,171,32,1275
2,172,0,1290
2,173,32,1290
2,174,0,1305
2,175,32,1305
2,176,0,1320
2,177,32,1320
2,178,0,1335
2,179,32,1335
2,180,0,1350
2,181,32,1350
2,182,0,1365
2,183,32,1365
2,184,0,1380
2,185,32,1380
2,186,0,1395
2,187,32,1395
2,188,0,1410
2,189,32,1410
2,190,0,1425
2,191,32,1425
2,192,0,1440
2,193,32,1440
2,194,0,1455
2,195,32,1455
2,196,0,1470
2,197,32,1470
2,198,0,1485
2,199,32,1485
2,200,0,1500
2,201,32,1500
2,202,0,1515
2,203,32,1515
2,204,0,1530
2,205,32,1530
2,206,0,1545
2,207,32,1545
2,208,0,1560
2,209,32,1560
2,210,0,1575
2,211,32,1575
2,212,0,1590
2,213,32,1590
2,214,0,1605
2,215,32,1605
2,216,0,1620
2,217,32,1620
2,218,0,1635
2,219,32,1635
2,220,0,1650
2,221,32,1650
2,222,0,1665
2,223,32,1665
2,224,0,1680
2,225,32,1680
2,226,0,1695
2,227,32,1695
2,228,0,1710
2,229,32,1710
2,230,0,1725
2,231,32,1725
2,232,0,1740
2,233,32,1740
2,234,0,1755
2,235,32,1755
2,236,0,1770
2,237,32,1770
2,238,0,1785
2,239,32,1785
2,240,0,1800
2,241,32,1800
2,242,0,1815
2,243,32,1815
2,244,0,1830
2,245,32,1830
2,246,0,1845
2,247,32,1845
2,248,0,1860
2,249,32,1860
2,250,0,1875
2,251,32,1875
2,252,0,1890
2,253,32,1890
2,254,0,1905
2,255,32,1905
2,256,0,1920
2,257,32,1920
2,258,0,1935
2,259,32,1935
2,260,0,1950
2,261,32,1950
2,262,0,1965
2,263,32,1965
2,264,0,1980
2,265,32,1980
2,266,0,1995
2,267,32,1995
2,268,0,2010
2,269,32,2010
2,270,0,2025
2,271,32,2025
2,272,0,2040
2,273,32,2040
2,274,0,2055
2,275,32,2055
2,276,0,2070
2,277,32,2070
2,278,0,2085
2,279,32,2085
2,280,0,2100
2,281,32,2100
2,282,0,2115
2,283,32,2115
2,284,0,2130
2,285,32,2130
2,286,0,2145
2,287,32,2145
2,288,0,2160
2,289,32,2160
2,290,0,2175
2,291,32,2175
2,292,0,2190
2,293,32,2190
2,294,0,2205
2,295,32,2205
2,296,0,2220
2,297,32,2220
2,298,0,2235
2,299,32,2235
2,300,0,2250
2,301,32,2250
2,302,0,2265
2,303,32,2265
2,304,0,2280
2,305,32,2280
2,306,0,2295
2,307,32,2295
2,308,0,2310
2,309,32,2310
2,310,0,2325
2,311,32,2325
2,312,0,2340
2,313,32,2340
2,314,0,2355
2,315,32,2355
2,316,0,2370
2,317,32,2370
2,318,0,2385
2,319,32,2385
2,320,0,2400
2,321,32,2400
2,322,0,2415
2,323,32,2415
2,324,0,2430
2,325,32,2430
2,326,0,2445
2,327,32,2445
2,328,0,2460
2,329,32,2460
2,330,0,2475
2,331,32,2475
2,332,0,2490
2,333,32,2490
2,334,0,2505
2,335,32,2505
2,336,0,2520
2,337,32,2520
2,338,0,2535
2,339,32,2535
2,340,0,2550
2,341,32,2550
2,342,0,2565
2,343,32,2565
2,344,0,2580
2,345,32,2580
2,346,0,2595
2,347,32,2595
2,348,0,2610
2,349,32,2610
2,350,0,2625
2,351,32,2625
2,352,0,2640
2,353,32,2640
2,354,0,2655
2,355,32,2655
2,356,0,2670
2,357,32,2670
2,358,0,2685
2,359,32,2685
2,360,0,2700
2,361,32,2700
2,362,0,2715
2,363,32,2715
2,364,0,2730
2,365,32,2730
2,366,0,2745
2,367,32,2745
2,368,0,2760
2,369,32,2760
2,370,0,2775
2,371,32,2775
2,372,0,2790
2,373,32,2790
2,374,0,2805
2,375,32,2805
2,376,0,2820
2,377,32,2820
2,378,0,2835
2,379,32,2835
2,380,0,2850
2,381,32,2850
2,382,0,2865
2,383,32,2865
2,384,0,2880
2,385,32,2880
2,386,0,2895
2,387,32,2895
2,388,0,2910
2,389,32,2910
2,390,0,2925
2,391,32,2925
2,392,0,2940
2,393,32,2940
2,394,0,2955
2,395,32,2955
2,396,0,2970
2,397,32,2970
2,398,0,2985
2,399,32,2985
2,400,0,3000
2,401,32,3000
2,402,0,3015
2,403,32,3015
2,404,0,3030
2,405,32,3030
2,406,0,3045
2,407,32,3045
2,408,0,3060
2,409,32,3060
2,410,0,3075
2,411,32,3075
2,412,0,3090
2,413,32,3090
2,414,0,3105
2,415,32,3105
2,416,0,3120
2,417,32,3120
2,418,0,3135
2,419,32,3135
2,420,0,3150
2,421,32,3150
2,422,0,3165
2,423,32,3165
2,424,0,3180
2,425,32,3180
2,426,0,3195
2,427,32,3195
2,428,0,3210
2,429,32,3210
2,430,0,3225
2,431,32,3225
2,432,0,3240
2,433,32,3240
2,434,0,3255
2,435,32,3255
2,436,0,3270
2,437,32,3270
2,438,0,3285
2,439,32,3285
2,440,0,3300
2,441,32,3300
2,442,0,3315
2,443,32,3315
2,444,0,3330
2,445,32,3330
2,446,0,3345
2,447,32,3345
2,448,0,3360
2,449,32,3360
2,450,0,3375
2,451,32,3375
2,452,0,3390
2,453,32,3390
2,454,0,3405
2,455,32,3405
2,456,0,3420
2,457,32,3420
2,458,0,3435
2,459,32,3435
2,460,0,3450
2,461,32,3450
2,462,0,3465
2,463,32,3465
2,464,0,3480
2,465,32,3480
2,466,0,3495
2,467,32,3495
2,468,0,3510
2,469,32,3510
2,470,0,3525
2,471,32,3525
2,472,0,3540
2,473,32,3540
2,474,0,3555
2,475,32,3555
2,476,0,3570
2,477,32,3570
2,478,0,3585
2,479,32,3585
2,480,0,3600
2,481,32,3600
2,482,0,3615
2,483,32,3615
2,484,0,3630
2,485,32,3630
2,486,0,3645
2,487,32,3645
2,488,0,3660
2,489,32,3660
2,490,0,3675
2,491,32,3675
2,492,0,3690
2,493,32,3690
2,494,0,3705
2,495,32,3705
2,496,0,3720
2,497,32,3720
2,498,0,3735
2,499,32,3735
2,500,0,3750
2,501,32,3750
2,502,0,3765
2,503,32,3765
2,504,0,3780
2,505,32,3780
2,506,0,3795
2,507,32,3795
2,508,0,3810
2,509,32,3810
2,510,0,3825
2,511,32,3825
2,512,0,3840
2,513,32,3840
2,514,0,3855
2,515,32,3855
2,516,0,3870
2,517,32,3870
2,518,0,3885
2,519,32,3885
2,520,0,3900
2,521,32,3900
2,522,0,3915
2,523,32,3915
2,524,0,3930
2,525,32,3930
2,526,0,3945
2,527,32,3945
2,528,0,3960
2,529,32,3960
2,530,0,3975
2,531,32,3975
2,532,0,3990
2,533,32,3990
2,534,0,4005
2,535,32,4005
2,536,0,4020
2,537,32,4020
2,538,0,4035
2,539,32,4035
2,540,0,4050
2,541,32,4050
2,542,0,4065
2,543,32,4065
2,544,0,4080
2,545,32,4080
2,546,0,4095
2,547,32,4095
2,548,0,4110
2,549,32,4110
2,550,0,4125
2,551,32,4125
2,552,0,4140
2,553,32,4140
2,554,0,4155
2,555,32,4155
2,556,0,4170
2,557,32,4170
2,558,0,4185
2,559,32,4185
2,560,0,4200
2,561,32,4200
2,562,0,4215
2,563,32,4215
2,564,0,4230
2,565,32,4230
2,566,0,4245
2,567,32,4245
2,568,0,4260
2,569,32,4260
2,570,0,4275
2,571,32,4275
2,572,0,4290
2,573,32,4290
2,574,0,4305
2,575,32,4305
2,576,0,4320
2,577,32,4320
2,578,0,4335
2,579,32,4335
2,580,0,4350
2,581,32,4350
2,582,0,4365
2,583,32,4365
2,584,0,4380
2,585,32,4380
2,586,0,4395
2,587,32,4395
2,588,0,4410
2,589,32,4410
2,590,0,4425
2,591,32,4425
2,592,0,4440
2,593,32,4440
2,594,0,4455
2,595,32,4455
2,596,0,4470
2,597,32,4470
2,598,0,4485
2,599,32,4485
2,600,0,4500
2,601,32,4500
2,602,0,4515
2,603,32,4515
2,604,0,4530
2,605,32,4530
2,606,0,4545
2,607,32,4545
2,608,0,4560
2,609,32,4560
2,610,0,4575
2,611,32,4575
2,612,0,4590
2,613,32,4590
2,614,0,4605
2,615,32,4605
2,616,0,4620
2,617,32,4620
2,618,0,4635
2,619,32,4635
2,620,0,4650
2,621,32,4650
2,622,0,4665
2,623,32,4665
2,624,0,4680
2,625,32,4680
2,626,0,4695
2,627,32,4695
2,628,0,4710
2,629,32,4710
2,630,0,4725
2,631,32,4725
2,632,0,4740
2,633,32,4740
2,634,0,4755
2,635,32,4755
2,636,0,4770
2,637,32,4770
2,638,0,4785
2,639,32,4785
2,640,0,4800
2,641,32,4800
2,642,0,4815
2,643,32,4815
2,644,0,4830
2,645,32,4830
2,646,0,4845
2,647,32,4845
2,648,0,4860
2,649,32,4860
2,650,0,4875
2,651,32,4875
2,652,0,4890
2,653,32,4890
2,654,0,4905
2,655,32,4905
2,656,0,4920
2,657,32,4920
2,658,0,4935
2,659,32,4935
2,660,0,4950
2,661,32,4950
2,662,0,4965
2,663,32,4965
2,664,0,4980
2,665,32,4980
2,666,0,4995
2,667,32,4995
2,668,0,5010
2,669,32,5010
2,670,0,5025
2,671,32,5025
2,672,0,5040
2,673,32,5040
2,674,0,5055
2,675,32,5055
2,676,0,5070
2,677,32,5070
2,678,0,5085
2,679,32,5085
2,680,0,5100
2,681,32,5100
2,682,0,5115
2,683,32,5115
2,684,0,5130
2,685,32,5130
2,686,0,5145
2,687,32,5145
2,688,0,5160
2,689,32,5160
2,690,0,5175
2,691,32,5175
2,692,0,5190
2,693,32,5190
2,694,0,5205
2,695,32,5205
2,696,0,5220
2,697,32,5220
2,698,0,5235
2,699,32,5235
2,700,0,5250
2,701,32,5250
2,702,0,5265
2,703,32,5265
2,704,0,5280
2,705,32,5280
2,706,0,5295
2,707,32,5295
2,708,0,5310
2,709,32,5310
2,710,0,5325
2,711,32,5325
2,712,0,5340
2,713,32,5340
2,714,0,5355
2,715,32,5355
2,716,0,5370
2,717,32,5370
2,718,0,5385
2,719,32,5385
2,720,0,5400
2,721,32,5400
2,722,0,5415
2,723,32,5415
2,724,0,5430
2,725,32,5430
2,726,0,5445
2,727,32,5445
2,728,0,5460
2,729,32,5460
2,730,0,5475
2,731,32,5475
2,732,0,5490
2,733,32,5490
2,734,0,5505
2,735,32,5505
2,736,0,5520
2,737,32,5520
2,738,0,5535
2,739,32,5535
2,740,0,5550
2,741,32,5550
2,742,0,5565
2,743,32,5565
2,744,0,5580
2,745,32,5580
2,746,0,5595
2,747,32,5595
2,748,0,5610
2,749,32,5610
2,750,0,5625
2,751,32,5625
2,752,0,5640
2,753,32,5640
2,754,0,5655
2,755,32,5655
2,756,0,5670
2,757,32,5670
2,758,0,5685
2,759,32,5685
2,760,0,5700
2,761,32,5700
2,762,0,5715
2,763,32,5715
2,764,0,5730
2,765,32,5730
2,766,0,5745
2,767,32,5745
2,768,0,5760
2,769,32,5760
2,770,0,5775
2,771,32,5775
2,772,0,5790
2,773,32,5790
2,774,0,5805
2,775,32,5805
2,776,0,5820
2,777,32,5820
2,778,0,5835
2,779,32,5835
2,780,0,5850
2,781,32,5850
2,782,0,5865
2,783,32,5865
2,784,0,5880
2,785,32,5880
2,786,0,5895
2,787,32,5895
2,788,0,5910
2,789,32,5910
2,790,0,5925
2,791,32,5925
2,792,0,5940
2,793,32,5940
2,794,0,5955
2,795,32,5955
2,796,0,5970
2,797,32,5970
2,798,0,5985
2,799,32,5985
2,800,0,6000
2,801,32,6000
2,802,0,6015
2,803,32,6015
2,804,0,6030
2,805,32,6030
2,806,0,6045
2,807,32,6045
2,808,0,6060
2,809,32,6060
2,810,0,6075
2,811,32,6075
2,812,0,6090
2,813,32,6090
2,814,0,6105
2,815,32,6105
2,816,0,6120
2,817,32,6120
2,818,0,6135
2,819,32,6135
2,820,0,6150
2,821,32,6150
2,822,0,6165
2,823,32,6165
2,824,0,6180
2,825,32,6180
2,826,0,6195
2,827,32,6195
2,828,0,6210
2,829,32,6210
2,830,0,6225
2,831,32,6225
2,832,0,6240
2,833,32,6240
2,834,0,6255
2,835,32,6255
2,836,0,6270
2,837,32,6270
2,838,0,6285
2,839,32,6285
2,840,0,6300
2,841,32,6300
2,842,0,6315
2,843,32,6315
2,844,0,6330
2,845,32,6330
2,846,0,6345
2,847,32,6345
2,848,0,6360
2,849,32,6360
2,850,0,6375
2,851,32,6375
2,852,0,6390
2,853,32,6390
2,854,0,6405
2,855,32,6405
2,856,0,6420
2,857,32,6420
2,858,0,6435
2,859,32,6435
2,860,0,6450
2,861,32,6450
2,862,0,6465
2,863,32,6465
2,864,0,6480
2,865,32,6480
2,866,0,6495
2,867,32,6495
2,868,0,6510
2,869,32,6510
2,870,0,6525
2,871,32,6525
2,872,0,6540
2,873,32,6540
2,874,0,6555
2,875,32,6555
2,876,0,6570
2,877,32,6570
2,878,0,6585
2,879,32,6585
2,880,0,6600
2,881,32,6600
2,882,0,6615
2,883,32,6615
2,884,0,6630
2,885,32,6630
2,886,0,6645
2,887,32,6645
2,888,0,6660
2,889,32,6660
2,890,0,6675
2,891,32,6675
2,892,0,6690
2,893,32,6690
2,894,0,6705
2,895,32,6705
2,896,0,6720
2,897,32,6720
2,898,0,6735
2,899,32,6735
2,900,0,6750
2,901,32,6750
2,902,0,6765
2,903,32,6765
2,904,0,6780
2,905,32,6780
2,906,0,6795
2,907,32,6795
2,908,0,6810
2,909,32,6810
2,910,0,6825
2,911,32,6825
2,912,0,6840
2,913,32,6840
2,914,0,6855
2,915,32,6855
2,916,0,6870
2,917,32,6870
2,918,0,6885
2,919,32,6885
2,920,0,6900
2,921,32,6900
2,922,0,6915
2,923,32,6915
2,924,0,6930
2,925,32,6930
2,926,0,6945
2,927,32,6945
2,928,0,6960
2,929,32,6960
2,930,0,6975
2,931,32,6975
2,932,0,6990
2,933,32,6990
2,934,0,7005
2,935,32,7005
2,936,0,7020
2,937,32,7020
2,938,0,7035
2,939,32,7035
2,940,0,7050
2,941,32,7050
2,942,0,7065
2,943,32,7065
2,944,0,7080
2,945,32,7080
2,946,0,7095
2,947,32,7095
2,948,0,7110
2,949,32,7110
2,950,0,7125
2,951,32,7125
2,952,0,7140
2,953,32,7140
2,954,0,7155
2,955,32,7155
2,956,0,7170
2,957,32,7170
2,958,0,7185
2,959,32,7185
2,960,0,7200
2,961,32,7200
2,962,0,7215
2,963,32,7215
2,964,0,7230
2,965,32,7230
2,966,0,7245
2,967,32,7245
2,968,0,7260
2,969,32,7260
2,970,0,7275
2,971,32,7275
2,972,0,7290
2,973,32,7290
2,974,0,7305
2,975,32,7305
2,976,0,7320
2,977,32,7320
2,978,0,7335
2,979,32,7335
2,980,0,7350
2,981,32,7350
2,982,0,7365
2,983,32,7365
2,984,0,7380
2,985,32,7380
2,986,0,7395
2,987,32,7395
2,988,0,7410
2,989,32,7410
2,990,0,7425
2,991,32,7425
2,992,0,7440
2,993,32,7440
2,994,0,7455
2,995,32,7455
2,996,0,7470
2,997,32,7470
2,998,0,7485
2,999,32,7485
2,1000,0,7500
2,1001,32,7500
2,1002,0,7515
2,1003,32,7515
2,1004,0,7530
2,1005,32,7530
2,1006,0,7545
2,1007,32,7545
2,1008,0,7560
2,1009,32,7560
2,1010,0,7575
2,1011,32,7575
2,1012,0,7590
2,1013,32,7590
2,1014,0,7605
2,1015,32,7605
2,1016,0,7620
2,1017,32,7620
2,1018,0,7635
2,1019,32,7635
2,1020,0,7650
2,1021,32,7650
2,1022,0,7665
2,1023,32,7665
2,1024,0,7680
2,1025,32,7680
2,1026,0,7695
2,1027,32,7695
2,1028,0,7710
2,1029,32,7710
2,1030,0,7725
2,1031,32,7725
2,1032,0,7740
2,1033,32,7740
2,1034,0,7755
2,1035,32,7755
2,1036,0,7770
2,1037,32,7770
2,1038,0,7785
2,1039,32,7785
2,1040,0,7800
2,1041,32,7800
2,1042,0,7815
2,1043,32,7815
2,1044,0,7830
2,1045,32,7830
2,1046,0,7845
2,1047,32,7845
2,1048,0,7860
2,1049,32,7860
2,1050,0,7875
2,1051,32,7875
2,1052,0,7890
2,1053,32,7890
2,1054,0,7905
2,1055,32,7905
2,1056,0,7920
2,1057,32,7920
2,1058,0,7935
2,1059,32,7935
2,1060,0,7950
2,1061,32,7950
2,1062,0,7965
2,1063,32,7965
2,1064,0,7980
2,1065,32,7980
2,1066,0,7995
2,1067,32,7995
2,1068,0,8010
2,1069,32,8010
2,1070,0,8025
2,1071,32,8025
2,1072,0,8040
2,1073,32,8040
2,1074,0,8055
2,1075,32,8055
2,1076,0,8070
2,1077,32,8070
2,1078,0,8085
2,1079,32,8085
2,1080,0,8100
2,1081,32,8100
2,1082,0,8115
2,1083,32,8115
2,1084,0,8130
2,1085,32,8130
2,1086,0,8145
2,1087,32,8145
2,1088,0,8160
2,1089,32,8160
2,1090,0,8175
2,1091,32,8175
2,1092,0,8190
2,1093,32,8190
2,1094,0,8205
2,1095,32,8205
2,1096,0,8220
2,1097,32,8220
2,1098,0,8235
2,1099,32,8235
2,1100,0,8250
2,1101,32,8250
2,1102,0,8265
2,1103,32,8265
2,1104,0,8280
2,1105,32,8280
2,1106,0,8295
2,1107,32,8295
2,1108,0,8310
2,1109,32,8310
2,1110,0,8325
2,1111,32,8325
2,1112,0,8340
2,1113,32,8340
2,1114,0,8355
2,1115,32,8355
2,1116,0,8370
2,1117,32,8370
2,1118,0,8385
2,1119,32,8385
2,1120,0,8400
2,1121,32,8400
2,1122,0,8415
2,1123,32,8415
2,1124,0,8430
2,1125,32,8430
2,1126,0,8445
2,1127,32,8445
2,1128,0,8460
2,1129,32,8460
2,1130,0,8475
2,1131,32,8475
2,1132,0,8490
2,1133,32,8490
2,1134,0,8505
2,1135,32,8505
2,1136,0,8520
2,1137,32,8520
2,1138,0,8535
2,1139,32,8535
2,1140,0,8550
2,1141,32,8550
2,1142,0,8565
2,1143,32,8565
2,1144,0,8580
2,1145,32,8580
2,1146,0,8595
2,1147,32,8595
2,1148,0,8610
2,1149,32,8610
2,1150,0,8625
2,1151,32,8625
2,1152,0,8640
2,1153,32,8640
2,1154,0,8655
2,1155,32,8655
2,1156,0,8670
2,1157,32,8670
2,1158,0,8685
2,1159,32,8685
2,1160,0,8700
2,1161,32,8700
2,1162,0,8715
2,1163,32,8715
2,1164,0,8730
2,1165,32,8730
2,1166,0,8745
2,1167,32,8745
2,1168,0,8760
2,1169,32,8760
2,1170,0,8775
2,1171,32,8775
2,1172,0,8790
2,1173,32,8790
2,1174,0,8805
2,1175,32,8805
2,1176,0,8820
2,1177,32,8820
2,1178,0,8835
2,1179,32,8835
2,1180,0,8850
2,1181,32,8850
2,1182,0,8865
2,1183,32,8865
2,1184,0,8880
2,1185,32,8880
2,1186,0,8895
2,1187,32,8895
2,1188,0,8910
2,1189,32,8910
2,1190,0,8925
2,1191,32,8925
2,1192,0,8940
2,1193,32,8940
2,1194,0,8955
2,1195,32,8955
2,1196,0,8970
2,1197,32,8970
2,1198,0,8985
2,1199,32,8985
2,1200,0,9000
2,1201,32,9000
2,1202,0,9015
2,1203,32,9015
2,1204,0,9030
2,1205,32,9030
2,1206,0,9045
2,1207,32,9045
2,1208,0,9060
2,1209,32,9060
2,1210,0,9075
2,1211,32,9075
2,1212,0,9090
2,1213,32,9090
2,1214,0,9105
2,1215,32,9105
2,1216,0,9120
2,1217,32,9120
2,1218,0,9135
2,1219,32,9135
2,1220,0,9150
2,1221,32,9150
2,1222,0,9165
2,1223,32,9165
2,1224,0,9180
2,1225,32,9180
2,1226,0,9195
2,1227,32,9195
2,1228,0,9210
2,1229,32,9210
2,1230,0,9225
2,1231,32,9225
2,1232,0,9240
2,1233,32,9240
2,1234,0,9255
2,1235,32,9255
2,1236,0,9270
2,1237,32,9270
2,1238,0,9285
2,1239,32,9285
2,1240,0,9300
2,1241,32,9300
2,1242,0,9315
2,1243,32,9315
2,1244,0,9330
2,1245,32,9330
2,1246,0,9345
2,1247,32,9345
2,1248,0,9360
2,1249,32,9360
2,1250,0,9375
2,1251,32,9375
2,1252,0,9390
2,1253,32,9390
2,1254,0,9405
2,1255,32,9405
2,1256,0,9420
2,1257,32,9420
2,1258,0,9435
2,1259,32,9435
2,1260,0,9450
2,1261,32,9450
2,1262,0,9465
2,1263,32,9465
2,1264,0,9480
2,1265,32,9480
2,1266,0,9495
2,1267,32,9495
2,1268,0,9510
2,1269,32,9510
2,1270,0,9525
2,1271,32,9525
2,1272,0,9540
2,1273,32,9540
2,1274,0,9555
2,1275,32,9555
2,1276,0,9570
2,1277,32,9570
2,1278,0,9585
